Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
Starsky & Hutch,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
State of Emergency,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Steel Battalion,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,menus,N68dodgeboy,"Can’t press main weapon button to start. If the Y: temporary partition can be accessed, it would likely be possible to watch Last Played replays (copied from an Original Xbox) with potentially serious graphical glitches, based on testing the ""Tekki Store demo disk"" which automatically plays replays. This could be used to test for graphical glitching on every mission without pressing the ""main weapon"" button.[1]"
Steel Battalion: Line of Contact,menus,menus,menus,menus,menus,menus,menus,menus,unplayable,unplayable,unplayable,unplayable,N68dodgeboy,"Can't get past the title screen without the special controller. There are glitchy graphics in attract mode, but it seems to have the least graphical glitching in XEFU 6 and if there was support for the controller via a plug-in. There seems to be an issue where the skybox is teal coloured and some VTs also appear to be that same teal colour or invisible when watching the attract mode in XEFU 6.[2]"
Still Life,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,subrussian,Occasional graphical glitches
Stolen,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Crashes to dashboard
Street Fighter Anniversary Collection,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Stikmars,Works with PAL60 only.
Street Hoops,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Freezes a few seconds into the match
Street Racing Syndicate,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Strike Force Bowling,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"ItsAshleyFTW, szymmirr",Only plays on NTSC console if it's set to 480p. Plays on PAL console without switching to 480p. Camera zooming at bowling pins is broken.
Stubbs the Zombie in Rebel Without a Pulse,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,playable,Sunnie64,Sometimes text loads with missing letters on xefu2021c
Sudeki,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,subrussian,"Major graphical bugs in some areas, like transparent roads and distorted character models"
Super Bubble Pop,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Super Monkey Ball Deluxe,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,"u/ThenYakYukYick, RollPlayStation","Game must match console region, or else it won't boot. The game emulates lag incorrectly, causing stages such as Warp and Speedy Jam to slow down much more than on an original Xbox. Monkey Fight DX has a serious graphical rendering issue rendering it unplayable. Monkey Soccer DX suffers from a glitch where the screen goes black with an infinite soccer ball kick sound effect playing repeatedly in a loop. The game also takes nearly a minute to start up."
Superman Returns,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,Cutscenes are laggy
Superman: The Man of Steel,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,untested,untested,in-game,Exzedo,"Intro FMVs are laggy and glitched depending on emulator version. Text in menus is completely missing in xefu5 and 6. In-game text appears normal, doubled-up, or missing. Game lags in all versions except xefu when too many objects are on screen, presenting graphical glitches in sky from xefu to 7b. In-game character is playable in xefu2021c, freezing shortly after loading in all other versions."
SVC Chaos: SNK vs. Capcom,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,"/u/Shadowfire36, LazyIllusion","Major graphical issues, main menu is glitched and has to be navigated blindly character select is also glitched and can only see the fighter your selecting once in fights backgrounds are glitched and character sprites are glitchy and dialogue is broken and unable to be read, the game seems to be running slow."
SWAT: Global Strike Team,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/RDR007,Crashes back to Xbox logo when you attempt to load a mission.
SX Superstar,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Syberia,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Syberia II,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Unknown,Freeze after loading
Taito Legends,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Freezes when selecting a game
Taito Legends 2,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,Kurizh,Freezes on menus.
Tak: The Great Juju Challenge,intro,intro,intro,intro,intro,intro,playable,intro,intro,intro,intro,intro,"/u/Shadowfire36, szymmirr, Derf",Playable on Config Loader xefu7 (NTSC only). Freezes during intro videos otherwise.
Tak 2: The Staff of Dreams,intro,intro,intro,intro,intro,intro,playable,intro,intro,intro,intro,intro,"/u/Shadowfire36, szymmirr, Derf",Playable on Config Loader xefu7 (NTSC only). Freezes during intro videos otherwise.
Takahashi Junko no Mahjong Seminar,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tao Feng: Fist of the Lotus,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Turns off Xbox 360
Taz Wanted,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, RollPlayStation","During World 3, Stage 2: Haunted there is a partially mis-textured graphic. The reconnect controller screen is not displayed."
TD Overdrive: The Brotherhood of Speed,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tecmo Classic Arcade,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Teen Titans,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Freezes after combo tutorial
Teenage Mutant Ninja Turtles,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,None
Teenage Mutant Ninja Turtles 2: Battle Nexus,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tenchu: Return From Darkness,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Distorted screen when attempting assassinations.
Tenerezza,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tennis Masters Series 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Terminator 3: Rise of the Machines,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/Bret_Linden,None
Terminator 3: The Redemption,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,/u/Bret_Linden,Freezes at game splash screen
Test Drive,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Test Drive Off-Road Wide Open,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Test Drive: Eve of Destruction,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,Plays well.
Tetris Worlds,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"ItsAshleyFTW, /u/maty15987",None
Tetris Worlds (Online Edition),playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,Wolf,"If playing from The Clone Wars / Tetris Worlds Online combo, the game will crash to dashboard after selecting it. It needs to be run from the individual .xbe."
The Bard’s Tale,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,playable,ItsAshleyFTW,Plays well.
The Bible Game,in-game,untested,untested,untested,playable,untested,playable,untested,untested,untested,untested,playable,ItsAshleyFTW,"in Xefu, everything looks fine until you find out the inputs are unresponsive, making it impossible to progress further into the game. Xefu 7, 1_1 and 2021c work with no issues"
The Da Vinci Code,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,There are some environments that are transparent. There is some skipping during the cut scenes.
The Dukes of Hazzard: Return of the General Lee,in-game,playable,playable,playable,in-game,playable,playable,playable,playable,playable,playable,playable,Trex1967,xefu/xefu1_1 - Minor laggy intro
The Elder Scrolls III: Morrowind,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,Framerate suffers more than is typical on OG Xbox
The Elder Scrolls III: Morrowind - Game of the Year Edition,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
The Fairly OddParents! Breakin’ Da Rules,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
The Godfather,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,"Still picture burn in the screen, low FPS in some areas, you see lights through walls."
The Great Escape,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
The Guy Game,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,/u/Bret_Linden,None
The Haunted Mansion,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Almost perfect but freezes at save
The Hobbit,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,/u/maty15987,Freeze at loading screen after tutorial
The House of the Dead III,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,HotD2 included playable too
The Hustle: Detroit Streets,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,playable,RollPlayStation,None
The Chronicles of Riddick: Escape From Butcher Bay,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,untested,untested,unplayable,LazyIllusion,Black screen but opening logos can be heard
The Incredible Hulk: Ultimate Destruction,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Textures issues / Can be fixed by changing the console resolution to 480p
The Incredibles,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,"ItsAshleyFTW, LazyIllusion, RollPlayStation","A few minor slowdowns, This game sometimes incorrectly loads the wrong textures on the wrong entities."
The Incredibles: Rise of the Underminer,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,None
The Italian Job,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,/u/KaxeyTV,"Options menu invisible, crashes on some missions preventing progress."
The King of Fighters 2002,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"/u/maty15987, RollPlayStation","Xefu7 is supported, but suffers from texture issues."
The King of Fighters 2003,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,"/u/RDR007, /u/maty15987",Menus have no text and the game has some graphical glitching.
The King of Fighters '94 Re-bout,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,Only blue boxes can be seen at character select screen. Very minor graphic corruption during fights
The King of Fighters NeoWave,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"/u/RDR007, /u/maty15987",None
The Legend of Spyro: A New Beginning,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Lord of the Rings: The Fellowship of the Ring,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/mrsiryoshi (PAL), /u/maty15987 (NTSC)","NTSC version save fine. PAL version unable to save due to menu being inaccessible, but can be completed without saving."
The Lord of the Rings: The Return of the King,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, Imadummy, szymmirr",NTSC version plays on both NTSC and PAL consoles. PAL version hangs on Xbox logo on NTSC console and plays fine on PAL console.
The Lord of the Rings: The Third Age,playable,untested,untested,untested,untested,untested,supported,playable,playable,playable,playable,playable,"/u/maty15987, Imadummy, szymmirr, isaacclausen","NTSC version plays on both NTSC and PAL consoles. PAL version hangs on Xbox logo on NTSC console and plays fine on PAL console. Some stuck sound effects after playing a while without restarting in 21. In xefu's 7b and older, the glow around chests fills the whole screen."
The Lord of the Rings: The Two Towers,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/TrevorIsTheGoat, @JohnVeness#7994, /u/maty15987, LazyIllusion",Some minor graphics hiccups including cosmetic glitch where heat haze should display. During credits the game crashes if your controller disconnects but this might be same issue on original xbox
The Matrix: Path of Neo,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,LazyIllusion,Stutters alot eventually gets worse the more you play eventually freezing making it unplayable
The Punisher,supported,playable,playable,playable,playable,playable,playable,playable,unplayable,unplayable,unplayable,playable,"NoahGaming486, SolidusSpy",Game already was in the official compatibility list. Fully playable from start to finish on latest Xefu
The Red Star (Unreleased),untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Simpsons: Hit & Run,supported,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,"/u/maty15987, Wolf, RollPlayStation","Some users report occasional screen tearing, and the right stick being inverted. Some xefus have slight pauses. Some users report unplayable for xefu2019 through xefu2021c."
The Simpsons: Road Rage,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,playable,"ItsAshleyFTW, /u/maty15987. TechnoST","Some voice lines are missing on xefu.xex, this can be fixed by using xefu7.xex"
The Sims,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Sims 2,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"/u/Simple_Ad_5916, /u/maty15987","Extremely minor graphical issues on the main menu, perfect otherwise"
The Sims Bustin’ Out,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"@Hamiltron#2183, @JohnVeness#7994","Possibly slower load times, but near-perfect."
The SpongeBob SquarePants Movie,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,LazyIllusion,Sometimes textures are assigned to the wrong entity
The Suffering,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Suffering: Ties That Bind,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Terminator: Dawn of Fate,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
The Thing,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,None
The Urbz: Sims in the City,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,"Xefu7 is supported, but tends to crash/bug when you leave the city, enter the shop, or start a cutscene"
The Warriors,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,untested,untested,unplayable,OddbOd,"Xefu1_1 shows the intro FMV with the correct aspect ratio but the game always crashes regardless of which xefu is used. Attempting to boot the game on a console from a different region shows a dirty or unreadable disc error, this is consistent with behaviour on the OGXBOX."
The Wild Rings (JAP),untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Graphical issues while character selection
Thief: Deadly Shadows,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,FPS slowdown in some areas
Thousand Land,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Thrillville,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Nonstopmaximum,Areas will occasionally fail to properly materialize which can be fixed with reloading.
Tiger Woods PGA Tour 06,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tiger Woods PGA Tour 07,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Tiger Woods PGA Tour 2003,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,"Random artifacting on the menus. Character models do not appear during character selection, but are still selectable"
Tiger Woods PGA Tour 2004,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,playable,untested,untested,untested,untested,untested,"@Hamiltron#2183, @JohnVeness#7994","Playable in all regions on xefu7.xex. On other xefu version, seems to freeze on loading screens."
Tiger Woods PGA Tour 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tim Burton’s The Nightmare Before Christmas: Oogie’s Revenge,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,"/u/maty15987, Morrigan0001",Freezes at loading screen
TimeSplitters 2,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,playable,"/u/ThatLabCoat4954, Ron","Can't control the game with official 360 controller, you need an aftermarket controller with both 360 and OG Xbox support. Temporal uplink screen preview is black. Controls fixed in xefu2021c.[3]"
TimeSplitters: Future Perfect,untested,untested,untested,untested,untested,untested,untested,in-game,in-game,in-game,in-game,playable,"/u/ThatLabCoat4954, Derf","Can't control the game with official 360 controller, you need an aftermarket controller with both 360 and OG Xbox support.[3] Issue fixed in xefu2021c, but gun textures are glitchy."
TMNT: Mutant Melee,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,RollPlayStation,None
TOCA Race Driver,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,untested,playable,Nadaman,All versions of xefu appear to play the game with no major issues. xefu may have a few framerate drops in certain situations. You may need to run the game as Game on Demand or a DVD2Xbox patched copy due to how the game's file structure is configured.
TOCA Race Driver 2,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,"Nadaman, OddbOd",All versions of xefu appear to play the game with no major issues. xefu may have a few framerate drops in certain situations. You will need to run the game as Game on Demand or a DVD2Xbox patched copy due to how the game's file structure is configured. This also applies to DTM Race Driver 2 and V8 Supercars 2 which are region-specific variants of the same game.
TOCA Race Driver 3,playable,playable,playable,playable,playable,playable,playable,playable,unplayable,unplayable,unplayable,unplayable,"Imadummy, Nadaman","If you don't have an HDD ready copy of the game patched with DVD2Xbox, you will need to download File:TOCA3 HDD XBox Fix.zip and extract the contents to where your game is installed to make it fully playable as an HDD backup, and make sure to replace any of the old files when prompted to. The game will NOT work as Game on Demand either, unless you created it with the DVD2Xbox patched files as an ISO first. This applies to V8 Supercars 3 as well, since it's the same game. Without applying the DVD2Xbox patches, it normally crashes to dashboard, with all of the Xbox One Xefus crashing to the dashboard reguardless if the game is patched or not as well. xefu may have a few framerate drops in certain situations. xefu5 and xefu6 will have broken FMVs, but are otherwise playable with no major gameplay flaws just like the other xefu versions."
ToeJam & Earl III: Mission to Earth,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,untested,unplayable,untested,untested,unplayable,"Sunnie64, LuzRoja29","Black screen for xefu7,xefu5, xefu3, xefu6 and xefu2019, xefu2021c, xefu, xefu2 and xefu1_1 fatal crash intercepted on the xbox logo"
Tom & Jerry in War of the Whiskers,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"/u/maty15987, RollPlayStation","Some stages have minor slowdown, particularly with four players."
Stikmars,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Audio breaking up.
Tom Clancy's Ghost Recon,untested,supported,untested,untested,untested,untested,untested,untested,untested,playable,untested,untested,Sagadali523,None
Tom Clancy’s Ghost Recon 2,untested,supported,untested,untested,untested,untested,untested,unplayable,untested,unplayable,unplayable,unplayable,"Tisrok, Sagadali523","It freezes at the original title after the Xbox 360 profile signed out itself. Game will also be unplayable if on newer xefu files due to error message stating ""A problem has occurred. Please restart your Xbox."" The OG Xbox white splash screen will often freeze after the achievement sound was heard over the profile being signed out."
Tom Clancy’s Ghost Recon 2: Summit Strike,untested,supported,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Tom Clancy’s Ghost Recon Advanced Warfighter,in-game,in-game,in-game,in-game,in-game,unplayable,in-game,in-game,untested,untested,untested,untested,OddbOd,Game is stuck in 4:3 mode. Low framerate and freezing in busy areas. Crashes during gameplay with xefu6.
Tom Clancy’s Ghost Recon: Island Thunder,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,szymmirr,None
Tom Clancy’s Rainbow Six 3,in-game,in-game,in-game,in-game,in-game,in-game,in-game,in-game,unplayable,unplayable,unplayable,unplayable,Wolf,Some voice lines missing. Low framerate in some areas of the game. Crashes to dashboard with xefu2019 and newer.
Tom Clancy’s Rainbow Six 3: Black Arrow,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tom Clancy’s Rainbow Six Critical Hour,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tom Clancy’s Rainbow Six: Lockdown,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tom Clancy’s Splinter Cell,untested,supported,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tom Clancy’s Splinter Cell Double Agent,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,Stikmars,None
Tom Clancy’s Splinter Cell Chaos Theory,untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Tom Clancy’s Splinter Cell Pandora Tomorrow,untested,supported,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Sagadali523,"The OG Xbox white theme, at the start of the game, seems flicker instantly a bit when the Ubisoft intro starts until it's gone and the videoclip is back to normal, but the game can still be fully played. However, during gameplay, it lags in most areas expect it's not really very laggy, and the framerate will go back smoother (similar to playing it in original Xbox) which it only works when switching to a thermal vision."
Tomb Raider: Legend,untested,untested,untested,untested,untested,untested,intro,untested,untested,untested,untested,untested,LazyIllusion,Freezes on copyright screen
Tony Hawk’s American Wasteland,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,"Stikmars, Broken Scholar",None
Tony Hawk’s Pro Skater 2x,untested,untested,playable,untested,untested,untested,supported,untested,untested,untested,untested,untested,"/u/RDR007, /u/maty15987, Broken Scholar",No issues (locks to 60fps more often with xefu3 - Broken Scholar)
Tony Hawk’s Pro Skater 3,untested,untested,untested,untested,untested,untested,supported,untested,playable,untested,untested,playable,"/u/maty15987, Broken Scholar","Runs fine with 480p or 640x480 VGA in Xbox 360 Settings, otherwise audio plays while hung at Xbox logo, guide is broken. Game runs at a locked 60fps regardless of console resolution settings using xefu2019 (Recommended) and xefu2021c. 480p limitation applies to all other builds."
Tony Hawk’s Pro Skater 4,supported,untested,playable,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, Broken Scholar",Improved performance under xefu3 (Recommended) at least.
Tony Hawk’s Project 8,playable,playable,playable,in-game,playable,in-game,playable,playable,playable,untested,untested,playable,Broken Scholar,"Framerate closest to OG Xbox hardware and minimal top screen ghosting using xefu3 (Recommended), xefu5 and xefu6 play FMVs with sound but no video, all 2D menu/HUD elements are completely missing."
Tony Hawk’s Underground,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,"Nonstopmaximum, Broken Scholar",Minor screen tearing and framerate issues.
Tony Hawk’s Underground 2,supported,playable,playable,in-game,playable,in-game,playable,playable,playable,untested,untested,playable,"/u/maty15987, Broken Scholar","Framerate issues, xefu2019 (Recommended) and 2021 improve this to a very playable status with occasional spikes, mostly from long draw distances/asset streaming (In addition, xefu3, 7, and 7b all mitigate performance issues well. 5 and 6 break FMVs and 2D UI/HUD elements)."
Top Gear RPM Tuning,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Can’t control a car
Top Spin,playable,playable,menus,menus,playable,playable,playable,playable,playable,untested,untested,playable,OddbOd,"Xefu2 & 1_1 corrupt crowd textures, xefu3 & 5 crash in menus"
Torino 2006,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Tork: Prehistoric Punk,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,subrussian,FPS slowdowns in some areas
Total Club Manager 2004,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Crashes to dashboard
Total Club Manager 2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,None
Total Immersion Racing,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Total Overdose: A Gunslinger’s Tale in Mexico,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,martincv,"Using Avalaunch and Xefu 7b (placing the game in the path: hdd1/compatibility/xbox1/Games) the game can be started normally, but the game freezes when there is a graphics overload in the game."
Totaled!,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Low FPS
TougeR,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Imadummy,"Screen turns black as the race starts, only the HUD remains visible"
Tour de France,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,/u/maty15987,Crashes to dashboard
Toxic Grind,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Unknown,Broken graphics
TransWorld Snowboarding,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,Shadows issues
TransWorld Surf,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Triangle Again,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Black screen while the music plays in the background
Triangle Again 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy,None
Trigger Man,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Triple Play 2002,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Imadummy,Game freezes when quitting a game
Trivial Pursuit Unhinged,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Tron 2.0: Killer App,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,/u/schmatzler,"Glitches in menu screen, freeze on level load (console is still responsive, but emulator seems stuck)"
True Crime: New York City,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,LazyIllusion,Freezes after exiting police department
True Crime: Streets of LA,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Turok: Evolution,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,RollPlayStation,None
Ty the Tasmanian Tiger,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,None
Ty the Tasmanian Tiger 2: Bush Rescue,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,None
Ty the Tasmanian Tiger 3: Night of the Quinkan,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
UEFA Euro 2004: Portugal,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
UEFA Champions League 2004-2005,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
UFC: Tapout 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Ultimate Beach Soccer,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Ultimate Fighting Championship: Tapout,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Black screen after the title screen
Ultimate Pro Pinball,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,@JohnVeness#7994,"Wonky 2D UI elements on loading screen and dot-matrix display, only shown one page of instructions when loading a table, and glitchy music."
Ultimate Spider-Man,untested,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Ultra Bust-A-Move,untested,untested,untested,untested,untested,supported,playable,untested,untested,untested,untested,untested,/u/maty15987,None
